
 Lista de Imóveis da Caixa;;Data de geração:;13/07/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8444405607955 ;PB ;SANTA RITA ;LOT SOL NASCENTE ; RUA MARCONDES ALVES DE VASCO, N. 144B, ;58.628,32;102.600,00;42.86;Não;Casa, 63.36 de área total, 63.36 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405607955
 8444406713090 ;PB ;SANTA RITA ;LOT SOLAR DO TIBIRI ; RUA GOV. VENÂNCIO NEIVA, N. 22, Apto 202, ;63.999,72;112.000,00;42.86;Não;Apartamento, 54.00 de área total, 49.11 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406713090
 8444410670279 ;PB ;SANTA RITA ;HEITEL SANTIAGO ;AVENIDA ANGOLA, N. 231B, LT 26B QD 01A ;63.428,30;111.000,00;42.86;Não;Casa, 0.00 de área total, 67.20 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410670279
 8555514814120 ;PB ;SANTA RITA ;BOA VISTA ; RUA DEPUTADO CLODOMIRO LEITE, N. 06, Apto 103, LT 13 QD 7 ;63.999,72;112.000,00;42.86;Não;Apartamento, 47.90 de área total, 47.90 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555514814120
 8555511428688 ;PB ;SANTA RITA ;PORTAL DE TIBIRI ;RUA JULIO FRANCISCO DE LIMA, N. 122, CASA 103, LOTE 466-A, QUADRA 20 ;62.856,87;110.000,00;42.86;Não;Casa, 45.00 de área total, 45.00 de área privativa, 400.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555511428688
 8444408202018 ;PB ;SANTA RITA ;PRIVE AEROPORTO ; RUA PROJETADA, N. 51B, LT 45B QD 12 ;63.428,30;111.000,00;42.86;Não;Casa, 69.00 de área total, 69.00 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408202018
 8444412329736 ;PB ;SANTA RITA ;PRIVE AEROPORTO ;RUA PROJETADA, N. 129, CS B, LT 09, QD 07, LOT PRIVE AEROPORT ;61.714,02;108.000,00;42.86;Não;Casa, 59.33 de área total, 49.95 de área privativa, 199.80 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412329736
 8444407810260 ;PB ;SANTA RITA ;HEITEL SANTIAGO ;RUA JOAO ANTONIO MENDONCA, N. 240A, LT 33A QD 8A ;60.571,17;106.000,00;42.86;Não;Casa, 62.61 de área total, 62.61 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407810260
 8444407888277 ;PB ;SANTA RITA ;TIBIRI ;RUA SEBASTIAO FERR SANTOS (ANTIGA RUA PROJETADA), N. 152A, LT 32A QD 04C ;62.285,44;109.000,00;42.86;Não;Casa, 63.93 de área total, 63.93 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407888277
 8444403252173 ;PB ;SANTA RITA ;SANTA RITA ; RUA PROJETADA 53, N. 102, LT 174 , QD06 ;69.934,44;122.000,00;42.68;Não;Casa, 43.00 de área total, 43.00 de área privativa, 80.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403252173
 8444403475598 ;PB ;SANTA RITA ;SANTA RITA ;RUA PROJETADA, N. 71, LT A-5 QD 07 ;65.921,81;115.000,00;42.68;Não;Casa, 52.31 de área total, 52.31 de área privativa, 171.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403475598
 8444403982511 ;PB ;SANTA RITA ;LOT SOL NASCENTE ;RUA RAIOS DE SOL, N. 563, CS B LT 48-B QD 5-C ;70.507,67;123.000,00;42.68;Não;Casa, 63.36 de área total, 63.36 de área privativa, 125.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403982511
 8444407533991 ;PB ;SANTA RITA ;Tibiri II ; RUA RODOLFO B. DA SILVA, N. 212B, LT 45A QD 01 ;65.348,57;114.000,00;42.68;Não;Casa, 63.93 de área total, 63.93 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407533991
 8444407686267 ;PB ;SANTA RITA ;SANTA RITA ; JOAO ANTONIO DE MENDONÇA, N. 213B, 08A29B ;68.787,97;120.000,00;42.68;Não;Casa, 66.21 de área total, 66.21 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407686267
 8444408254379 ;PB ;SANTA RITA ;SANTA RITA ; RUA JOÃO DA PENHA DOS SANTOS, N. 196, Apto 04, LOTE 07, QUADRA F ;65.348,57;114.000,00;42.68;Não;Apartamento, 62.40 de área total, 44.22 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408254379
 8444408426072 ;PB ;SANTA RITA ;LOT EYTEL SANTIAGO ; AVENIDA NOEMIA FERREIRA DA SILVA, N. 21A, 8A28A21 A LOTE 28 A QD 8 A ;67.068,27;117.000,00;42.68;Não;Casa, 68.45 de área total, 68.45 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408426072
 8444408794020 ;PB ;SANTA RITA ;PORTAL DE SANTA RITA ;R NOVA JERUSALEM, N. 317B, LT 17B QD 07 ;71.080,90;124.000,00;42.68;Não;Casa, 0.00 de área total, 67.97 de área privativa, 125.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408794020
 8444410662586 ;PB ;SANTA RITA ;Planalto Santa Rita ; RUA COLIBRI, N. 197, LT 1D2 QD E1 ;68.214,74;119.000,00;42.68;Não;Casa, 63.83 de área total, 63.83 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410662586
 8444411779380 ;PB ;SANTA RITA ;Lot Vale Sta Rita I ;RUA PROJETADA, N. 416, CS 102 LT B QD 7 ;65.348,57;114.000,00;42.68;Não;Casa, 64.72 de área total, 64.72 de área privativa, 87.75 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411779380
 8444411973399 ;PB ;SANTA RITA ;Prive Aeroporto ; RUA PROJETADA, N. 154 A, LT 18 A QD 06 ;68.787,97;120.000,00;42.68;Não;Casa, 65.01 de área total, 65.01 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, WC Emp, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411973399
 8444414898967 ;PB ;SANTA RITA ;LOT CIDADE VIVA ;RUA PROJETADA, N. 389, CS 102 LT 03 QD B ;68.787,97;120.000,00;42.68;Não;Casa, 57.91 de área total, 57.91 de área privativa, 100.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414898967
 8444417792329 ;PB ;SANTA RITA ;LOT PLANO DE VIDA ; ABDIAS ENEDINO DAS CHAGAS, N. 688, CS A LT 677 QD 29 ;65.348,57;114.000,00;42.68;Não;Casa, 77.59 de área total, 54.59 de área privativa, 100.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417792329
 8555503566490 ;PB ;SANTA RITA ;Lot Paraiso Tropical ; RUA HERMENEGILDO GOMES, N. 185-3, LT 10 QD 05 ;69.361,21;121.000,00;42.68;Não;Casa, 60.25 de área total, 60.25 de área privativa, 119.98 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555503566490
 8444405699060 ;PB ;SANTA RITA ;PORTAL DE TIBIRI ;RUA VIRGINIO DA GAMA E MELO, N. 638D, ;71.080,90;124.000,00;42.68;Não;Casa, 60.00 de área total, 60.00 de área privativa, 150.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405699060
 8444406732583 ;PB ;SANTA RITA ;PORTAL DE TIBIRI ;RUA POLICARPO QUARESMA, N. 473-C, LOTE 37-A3, QUADRA 24 ;67.068,27;117.000,00;42.68;Não;Casa, 68.60 de área total, 68.60 de área privativa, 133.60 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, Terraco.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406732583
 8444411620330 ;PB ;SANTA RITA ;PORTAL DE TIBIRI ; RUA PROJETADA, N. 13, Apto 102, LT - 01 DA QD - 02 ;65.348,57;114.000,00;42.68;Não;Apartamento, 110.71 de área total, 60.61 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411620330
 8444408355698 ;PB ;SANTA RITA ;VALE DE SANTA RITA ;RUA SEVERINO LUIZ DE OLIVEIRA, N. 152A, LT 04-A QD 05-A ;68.787,97;120.000,00;42.68;Não;Casa, 65.88 de área total, 65.88 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408355698
 8444416171800 ;PB ;SANTA RITA ;VALE DAS AGUAS ; EDNALDO MARQUES DA SILVA, N. 132, QD B LT 27 ;68.651,39;119.761,73;42.68;Não;Casa, 65.40 de área total, 65.40 de área privativa, 132.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416171800
 8444408144140 ;PB ;SANTA RITA ;PRIVE AEROPORTO ; PROJETADA, N. 30, LT 09-A QD 20 ;68.787,97;120.000,00;42.68;Não;Casa, 68.00 de área total, 68.00 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408144140
 8444412130530 ;PB ;SANTA RITA ;PRIVE AEROPORTO ;RUA ESTUDANTE FELYPE DE MELO FREIRE, N. 62, CS 102 LT 36 QD 11 ;69.934,44;122.000,00;42.68;Não;Casa, 82.95 de área total, 49.16 de área privativa, 360.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412130530
 8444408432161 ;PB ;SANTA RITA ;TIBIRI ;RUA PROJETADA, N. 265, QD 01C, LT 51B ;71.654,14;125.000,00;42.68;Não;Casa, 0.00 de área total, 67.00 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408432161
 8444401216579 ;PB ;SANTA RITA ;BOA VISTA ; CLODOMIRO LEITE, N. 06, Apto 203, QUADRA 7 LOTE 13 ;72.906,73;127.000,00;42.60;Não;Apartamento, 47.90 de área total, 47.90 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444401216579
 8444405475064 ;PB ;SANTA RITA ;SANTA RITA ; RUA PROJETADA, N. 330, LT 10 QD 9 CS 102 ;53.839,36;93.000,00;42.11;Não;Casa, 56.50 de área total, 56.50 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405475064
 8555519878470 ;PB ;SANTA RITA ;LOT PLANO DE VIDA ;RUA PEDRO MOUSINHO DA COSTA, N. 12, CS 13 LT 236A QD 07 ;57.891,78;100.000,00;42.11;Não;Casa, 62.00 de área total, 47.50 de área privativa, 100.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555519878470
 8444404941673 ;PB ;SANTA RITA ;VALE DE SANTA RITA ; RUA PROJETADA, N. 22, CS 106 QD 10 LT A-01 ;51.523,68;89.000,00;42.11;Não;Casa, 52.50 de área total, 52.50 de área privativa, 120.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404941673
 8444405042737 ;PB ;SANTA RITA ;VALE DE SANTA RITA ; RUA PROJETADA, N. 22, CS 102M QD 10, LT A-01 ;53.839,36;93.000,00;42.11;Não;Casa, 375.40 de área total, 54.80 de área privativa, 120.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405042737
 8444411636236 ;PB ;SANTA RITA ;HEITEL SANTIAGO ;RUA ESTUDANTE FELYPE DE MELO FREIRE, N. 62, LT 36 QD 11 ;52.102,60;90.000,00;42.11;Não;Casa, 49.16 de área total, 49.16 de área privativa, 360.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411636236
 8444406232157 ;PB ;SANTA RITA ;TIBIRI ; RUA DIONISIO ALVES DE OLIVEIRA, N. 342, D, 09A25 ;55.576,11;96.000,00;42.11;Não;Casa, 51.31 de área total, 51.31 de área privativa, 450.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406232157
 8444404879064 ;PB ;SANTA RITA ;COND VITORIA I ; RUA JÚLIO FRANCISCO DE LIMA, N. 73, ;73.567,68;127.000,00;42.08;Não;Casa, 56.98 de área total, 56.98 de área privativa, 94.56 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404879064
 8444405659815 ;PB ;SANTA RITA ;PLANO DE VIDA ;RUA MISSIONÁRIA SIMONI DUARTE DA SILVA, N. 123, CS 102 LT 123 QD 05 ;79.360,41;137.000,00;42.08;Não;Casa, 46.60 de área total, 45.00 de área privativa, 91.60 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405659815
 8444406085570 ;PB ;SANTA RITA ;Planalto Tibiri I ; RUA PROJETADA, N. 10A, LT 02A QD 07B ;74.726,23;129.000,00;42.08;Não;Casa, 63.94 de área total, 63.94 de área privativa, 125.55 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406085570
 8444406942880 ;PB ;SANTA RITA ;PORTAL DE SANTA RITA ;AVENIDA LOURDES TORRES, N. 161-B, LT 17-A1 QD 10 ;78.201,87;135.000,00;42.08;Não;Casa, 56.10 de área total, 56.10 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406942880
 8444407036629 ;PB ;SANTA RITA ;COND HAB MULTIFAMILI ; RUA POLICARPO QUARESMA, N. 611, 01, 2411 ;74.494,52;128.600,00;42.08;Não;Casa, 55.06 de área total, 55.06 de área privativa, 100.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407036629
 8444407436236 ;PB ;SANTA RITA ;Jardim Europa II ;RUA PROJETADA, N. 170A, LT 12A QD 36 ;75.305,50;130.000,00;42.08;Não;Casa, 0.00 de área total, 66.05 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407436236
 8444409502333 ;PB ;SANTA RITA ;LOT EYTEL SANTIAGO ; RUA PROJETADA, N. 114B, LT 14B QD 7A ;73.261,82;126.471,99;42.08;Não;Casa, 67.23 de área total, 67.23 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409502333
 8444409833879 ;PB ;SANTA RITA ;VALE DE SANTA RITA I ; RUA PROJETADA, N. 92, 92B, LOTEAMENTO VALE DE SANTA RITA I ;77.622,60;134.000,00;42.08;Não;Casa, 69.95 de área total, 69.95 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409833879
 8444410510000 ;PB ;SANTA RITA ;LOT SOLAR DO TIBIRI ; RUA SEBASTIÃO FERREIRA DOS SANTOS, N. 331A, LT 63-A, QD 03-C ;73.200,66;126.366,40;42.08;Não;Casa, 62.06 de área total, 62.06 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410510000
 8444411327039 ;PB ;SANTA RITA ;PLANO DE VIDA ; RUA MISSIONÁRIA SIMONI DUARTE DA SILVA, N. 115, CS 101 ;75.884,78;131.000,00;42.08;Não;Casa, 81.45 de área total, 63.20 de área privativa, 100.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411327039
 8444411846699 ;PB ;SANTA RITA ;PLANO DE VIDA -2ºETA ;RUA PROJETADA, N. 26, UN 102 ;78.201,87;135.000,00;42.08;Não;Casa, 71.44 de área total, 71.44 de área privativa, 120.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411846699
 8444411910958 ;PB ;SANTA RITA ;PLANO DE VIDA  1 ;RUA MISSIONARIA SIMONI DUARTE DA SILVA, N. 166, CS 02 LT 89 QD 04 ;78.201,87;135.000,00;42.08;Não;Casa, 57.02 de área total, 57.02 de área privativa, 100.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411910958
 8555505321281 ;PB ;SANTA RITA ;Portal do Tibiri II ;RUA PROJETADA, N. 60, LT 57 QD 05 ;74.101,23;127.921,07;42.08;Não;Casa, 66.43 de área total, 66.43 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555505321281
 8555516032375 ;PB ;SANTA RITA ;BOA VISTA ; RUA CAPITÃO TOMAZ PANTA, N. 82, LT 16 QD 24 ;78.201,87;135.000,00;42.08;Não;Casa, 62.57 de área total, 55.69 de área privativa, 300.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555516032375
 8444408518236 ;PB ;SANTA RITA ;CENTRO ;PRACA ANTENOR NAVARRO, N. 105, CS 01 QD 18 LT 31 ;78.799,68;136.032,00;42.08;Não;Casa, 77.17 de área total, 77.17 de área privativa, 300.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408518236
 8444412190940 ;PB ;SANTA RITA ;POPULAR ;RUA SOLON DE LUCENA, N. 197, QD 13 LT 508 UN3 ;75.884,78;131.000,00;42.08;Não;Casa, 64.96 de área total, 64.96 de área privativa, 230.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412190940
 8555535498740 ;PB ;SANTA RITA ;DISTRITO DE VARZEA NOVA ;RUA MANOEL ALVES DA SILVA, N. 29, CS 29 QD I LT 12 ;73.857,32;127.500,00;42.08;Não;Casa, 52.31 de área total, 52.31 de área privativa, 108.31 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555535498740
 8444408788160 ;PB ;SANTA RITA ;MARCOS MOURA ; AV. JESUS DE NAZARÉ (ANTIGA R. PROJETADA), N. 20B, QD 10 LT 46B ;75.305,50;130.000,00;42.08;Não;Casa, 69.25 de área total, 69.25 de área privativa, 130.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408788160
 8444411423240 ;PB ;SANTA RITA ;MARCOS MOURA ;RUA PROJETADA, N. 61, Apto 102, LT 26 QD 20 ;79.939,69;138.000,00;42.08;Não;Apartamento, 119.50 de área total, 70.50 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411423240
 8444412875676 ;PB ;SANTA RITA ;MARCOS MOURA ; RUA DEP. JOSE LEITE DE SOUZA, N. 85, LT 161-A QD 230 ;78.781,14;136.000,00;42.08;Não;Casa, 67.50 de área total, 67.50 de área privativa, 136.30 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412875676
 8444412354404 ;PB ;SANTA RITA ;VALE DAS AGUAS ;RUA MANOEL ALVES DA COSTA, N. 116, Apto 02, LT 151 QD 05 ;72.988,41;126.000,00;42.08;Não;Apartamento, 52.61 de área total, 46.10 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412354404
 8444410184013 ;PB ;SANTA RITA ;PRIVE AEROPORTO ; RUA PROJETADA, N. 25, QD 10, LOT 48-B ;73.419,29;126.743,83;42.08;Não;Casa, 62.80 de área total, 62.80 de área privativa, 125.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410184013
 8444410543900 ;PB ;SANTA RITA ;PRIVE AEROPORTO ; RUA PROJETADA, N. 23, LT 48-C QD 10 ;74.377,04;128.397,19;42.08;Não;Casa, 68.70 de área total, 68.70 de área privativa, 133.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410543900
