
 Lista de Imóveis da Caixa;;Data de geração:;22/06/2026;;;;;;;
 8787706750938 ;PB ;JOAO PESSOA ;PLANALTO BOA ESPERANCA ;RUA JORNALISTA ANTONIO BARRETO NETO, N. 58, Apto 305, LT 0373 QD 007 2 ANDAR BL A ;75.305,50;130.000,00;42.08;Não;Apartamento, 63.15 de área total, 47.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706750938
 8444428425551 ;PB ;JOAO PESSOA ;MUMBABA ;RUA ESTUDANTE HUMBERLUCIO SIQUEIRA DE OLIV. JUNIOR, N. 282, Apto 101, . ;77.622,60;134.000,00;42.08;Não;Apartamento, 0.00 de área total, 44.12 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428425551
 8787714209051 ;PB ;JOAO PESSOA ;CRISTO REDENTOR ;RUA MURILO BUARQUE, N. 420, Apto 304, 2 ANDAR BL E ;90.746,77;155.000,00;41.46;Não;Apartamento, 85.24 de área total, 40.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714209051
 8555539124020 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 306, 2º ANDAR, BL  A02, SUBCONDOMÍNIO A ;83.233,52;142.167,00;41.46;Não;Apartamento, 56.61 de área total, 46.29 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539124020
 8555539184678 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 105, BLOCO A14 ;88.404,91;151.000,00;41.46;Não;Apartamento, 68.58 de área total, 44.81 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539184678
 8787709265445 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 402, BL B14 ;84.892,14;145.000,00;41.46;Não;Apartamento, 0.00 de área total, 44.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709265445
 8787713724076 ;PB ;JOAO PESSOA ;JARDIM VENEZA ;RUA LUIZ QUIRINO GOMES, N. 35, Apto 405, BL 03 QD 587 ;81.379,36;139.000,00;41.46;Não;Apartamento, 50.02 de área total, 42.95 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713724076
 8444429798440 ;PB ;JOAO PESSOA ;VARJAO ;AVENIDA NO COSTA, N. 636, Apto 101, ;89.575,84;153.000,00;41.46;Não;Apartamento, 79.78 de área total, 48.25 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429798440
 8444424184622 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA PROFESSOR VICENTE DE PAULA NOBREGA, N. 51, Apto 210, BL C ;87.819,45;150.000,00;41.46;Não;Apartamento, 66.87 de área total, 47.27 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424184622
 8444427078823 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA CARAMBOLAS, N. 255, Apto 406, BL F AND 3 ;83.135,75;142.000,00;41.46;Não;Apartamento, 72.35 de área total, 50.10 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427078823
 8444432853589 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RODOVIA MINISTRO ABERLARDO JUREMA ARAUJO, N. SN, Apto 206, BL B ;84.306,67;144.000,00;41.46;Não;Apartamento, 41.78 de área total, 41.78 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444432853589
 8444433735407 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA SANTA TEREZA, N. 93, Apto 301, ;88.040,91;150.378,27;41.46;Não;Apartamento, 30053.75 de área total, 46.16 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444433735407
 8444433779579 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA CICERO CESAR MOREIRA DE OLIVEIRA, N. 384, Apto 102, ;81.964,82;140.000,00;41.46;Não;Apartamento, 48.84 de área total, 42.72 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444433779579
 8444435061349 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RODOVIA MINISTRO ABERLARDO JUREMA ARAUJO, N. KM 11.2, Apto 405, BL A ;87.233,99;149.000,00;41.46;Não;Apartamento, 75.43 de área total, 41.78 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444435061349
 8787701116556 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA TELEGRAFISTA CHATEAUBRIAND BRASIL FILHO, N. 700, Apto 407, BL C ;81.379,36;139.000,00;41.46;Não;Apartamento, 0.00 de área total, 48.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701116556
 8787710303665 ;PB ;JOAO PESSOA ;MUCUMAGRO ; RUA ROSA MISTICA, N. 33, Apto 408, BL B ;81.964,82;140.000,00;41.46;Não;Apartamento, 96.93 de área total, 48.02 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710303665
 8787713914304 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA ROSA MISTICA, N. 33, Apto 305, BL D ;88.404,91;151.000,00;41.46;Não;Apartamento, 96.93 de área total, 48.02 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713914304
 8787719816428 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA DAS IMBAUBAS, N. 110, Apto 108, BL A ;87.819,45;150.000,00;41.46;Não;Apartamento, 64.69 de área total, 49.08 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719816428
 8555538998302 ;PB ;JOAO PESSOA ;CUIA ;RUA CICERO SOARES DA SILVA, N. 165, Apto 108, BL B ;81.964,82;140.000,00;41.46;Não;Apartamento, 69.22 de área total, 49.68 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538998302
 8555539785124 ;PB ;JOAO PESSOA ;CUIA ;RUA CICERO SOARES DA SILVA, N. 165, Apto 201, BL C ;81.964,82;140.000,00;41.46;Não;Apartamento, 62.20 de área total, 43.62 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539785124
 8003600054770 ;PB ;JOAO PESSOA ;GRAMAME ;RUA ALCIDES RIBEIRO DA SILVA, N. 38, CS 106 ;81.964,82;140.000,00;41.46;Não;Casa, 46.13 de área total, 96.13 de área privativa, 100.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8003600054770
 8444418468860 ;PB ;JOAO PESSOA ;GRAMAME ;RUA PREFEITO SEVERINO ALVES DA SILVEIRA, N. 184, Apto 301, ;88.990,38;152.000,00;41.46;Não;Apartamento, 88.63 de área total, 59.02 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444418468860
 8444423342712 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MANOEL FELISBERTO DA SILVA, N. 381, Apto 402, 3 ANDAR, BLOCO B ;82.550,28;141.000,00;41.46;Não;Apartamento, 80.73 de área total, 48.36 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423342712
 8444423632320 ;PB ;JOAO PESSOA ;GRAMAME ;RUA LUIZ SPINELLI, N. 721, Apto 302, 2° ANDAR ;83.135,75;142.000,00;41.46;Não;Apartamento, 58.03 de área total, 41.68 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423632320
 8444424278643 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MANOEL FELISBERTO DA SILVA, N. 381, Apto 104, BL D ;81.964,82;140.000,00;41.46;Não;Apartamento, 80.33 de área total, 48.09 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424278643
 8444424661358 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MANOEL FELISBERTO DA SILVA, N. 341, Apto 206, BL C ;81.964,82;140.000,00;41.46;Não;Apartamento, 68.82 de área total, 48.16 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424661358
 8444425078990 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOAO JORGE DE LIMA, N. 16, Apto 403, ;84.306,67;144.000,00;41.46;Não;Apartamento, 41.92 de área total, 41.92 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425078990
 8444427117489 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOSE MATIAS GUEDES, N. 209, Apto 203, 1° ANDAR ;86.063,06;147.000,00;41.46;Não;Apartamento, 62.44 de área total, 40.87 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427117489
 8444428471219 ;PB ;JOAO PESSOA ;GRAMAME ;RUA CRISTIANE MACHADO, N. 59, Apto 403, ;84.892,14;145.000,00;41.46;Não;Apartamento, 73.95 de área total, 49.82 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428471219
 8444428589635 ;PB ;JOAO PESSOA ;GRAMAME ;RUA CRISTIANE MACHADO, N. 85, Apto 201, 1 ANDAR ;85.477,60;146.000,00;41.46;Não;Apartamento, 74.10 de área total, 49.20 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428589635
 8444432563777 ;PB ;JOAO PESSOA ;GRAMAME ;RUA NAIR MARANHAO DE ALMEIDA, N. 282, Apto 106, ;89.283,11;152.500,00;41.46;Não;Apartamento, 53.42 de área total, 38.95 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444432563777
 8444433403439 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOSE PIRES BEJAMIM, N. 220, Apto 202, ;90.746,77;155.000,00;41.46;Não;Apartamento, 69.00 de área total, 45.50 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444433403439
 8444434231330 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOAQUIM ALVES BEZERRA, N. 262, Apto 202, BLOCO A ;87.819,45;150.000,00;41.46;Não;Apartamento, 55.69 de área total, 44.90 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434231330
 8444436164850 ;PB ;JOAO PESSOA ;GRAMAME ;RUA CARLOS ANDRE FERREIRA NARCIZO, N. 1370, Apto 306, BL B ;86.333,95;147.462,70;41.46;Não;Apartamento, 51.93 de área total, 45.59 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444436164850
 8555534464559 ;PB ;JOAO PESSOA ;GRAMAME ;RUA ANTONIO CARNEIRO DE PAIVA, N. 128, Apto 202, BL A ;87.233,99;149.000,00;41.46;Não;Apartamento, 69.83 de área total, 59.16 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555534464559
 8787704695212 ;PB ;JOAO PESSOA ;GRAMAME ;RUA INACIO ALBINO NETO, N. 240, Apto 308, BL 16, TIPO A ;83.721,21;143.000,00;41.46;Não;Apartamento, 81.83 de área total, 45.09 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704695212
 8787709184410 ;PB ;JOAO PESSOA ;GRAMAME ;RUA INACIO ALBINO NETO, N. 240, Apto 108, BLOCO 17 ;86.063,06;147.000,00;41.46;Não;Apartamento, 0.00 de área total, 45.09 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709184410
 8787711341188 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MARLUCE BELMONT CAVALCANTE, N. 80, Apto 101B, BL 03 ;88.404,91;151.000,00;41.46;Não;Apartamento, 69.17 de área total, 43.68 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711341188
 8787712507268 ;PB ;JOAO PESSOA ;GRAMAME ;RUA INACIO ALBINO NETO, N. 240, Apto 101, TP B BL 21 ;87.819,45;150.000,00;41.46;Não;Apartamento, 81.83 de área total, 45.09 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712507268
 8787715668203 ;PB ;JOAO PESSOA ;GRAMAME ;RUA INACIO ALBINO NETO, N. 240, Apto 204, BL 23 ;90.746,77;155.000,00;41.46;Não;Apartamento, 81.83 de área total, 45.09 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715668203
 8787715974720 ;PB ;JOAO PESSOA ;GRAMAME ;RUA INACIO MARCELINO, N. 816, Apto 406, BL A ;90.746,77;155.000,00;41.46;Não;Apartamento, 84.97 de área total, 50.15 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715974720
 8787716254801 ;PB ;JOAO PESSOA ;GRAMAME ;RUA PROFESSORA SEVERINA RAMOS DE AZEVEDO, N. 261, Apto 205, BL D ;83.135,75;142.000,00;41.46;Não;Apartamento, 60.06 de área total, 41.45 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716254801
 8787716289184 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOSE PIRES BEJAMIM, N. 243, Apto 403, 3 ANDAR ;81.964,82;140.000,00;41.46;Não;Apartamento, 49.83 de área total, 49.82 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716289184
 8787716573443 ;PB ;JOAO PESSOA ;GRAMAME ;RUA RICARDO SOARES DE SOUZA NETO, N. 107, Apto 303, ;81.379,36;139.000,00;41.46;Não;Apartamento, 66.77 de área total, 45.90 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716573443
 8787717063260 ;PB ;JOAO PESSOA ;GRAMAME ;RUA NIZA SIQUEIRA DE MELO, N. 276, Apto 405, 3 ANDAR ;90.746,77;155.000,00;41.46;Não;Apartamento, 70.31 de área total, 46.90 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717063260
 8787717647807 ;PB ;JOAO PESSOA ;GRAMAME ;RUA INACIO ALBINO NETO, N. 240, Apto 204, BL 27 ;85.477,60;146.000,00;41.46;Não;Apartamento, 81.83 de área total, 45.09 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717647807
 8787717885171 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MILTON DE OLIVEIRA MELO, N. 330, Apto 101, BL A ;85.770,33;146.500,00;41.46;Não;Apartamento, 72.06 de área total, 49.02 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717885171
 8787718118310 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MILTON DE OLIVEIRA MELO, N. 379, Apto 303, 2 ANDAR BL A ;84.306,67;144.000,00;41.46;Não;Apartamento, 42.96 de área total, 42.96 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718118310
 8787718243610 ;PB ;JOAO PESSOA ;GRAMAME ;RUA NIZA SIQUEIRA DE MELO, N. 265, Apto 301, PAV 02 ;87.819,45;150.000,00;41.46;Não;Apartamento, 0.00 de área total, 43.80 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718243610
 8787718480566 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MILTON DE OLIVEIRA MELO, N. 379, Apto 105, BL A ;88.404,91;151.000,00;41.46;Não;Apartamento, 69.75 de área total, 45.70 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718480566
 8787718894182 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MILTON DE OLIVEIRA MELO, N. 330, Apto 304, BL C ;87.819,45;150.000,00;41.46;Não;Apartamento, 0.00 de área total, 47.27 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718894182
 8787718954339 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MILTON DE OLIVEIRA MELO, N. 330, Apto 206, BLOCO C ;81.964,82;140.000,00;41.46;Não;Apartamento, 43.38 de área total, 43.38 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718954339
 8787719064825 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MARIA EMILIA DE ALMEIDA WANDERLEY, N. 88, Apto 102, ;81.379,36;139.000,00;41.46;Não;Apartamento, 93.67 de área total, 40.90 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719064825
 8787719172369 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MARIA EMILIA DE ALMEIDA WANDERLEY, N. 88, Apto 301, ;89.575,84;153.000,00;41.46;Não;Apartamento, 62.76 de área total, 45.61 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719172369
 8787720111670 ;PB ;JOAO PESSOA ;GRAMAME ;RUA LUIZ SPINELLI, N. 712, Apto 302, 2° ANDAR ;85.477,60;146.000,00;41.46;Não;Apartamento, 61.63 de área total, 42.70 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720111670
 8787720122302 ;PB ;JOAO PESSOA ;GRAMAME ;RUA ALFREDO PEREIRA DE ALMEIDA, N. 36, Apto 305, ;87.233,99;149.000,00;41.46;Não;Apartamento, 66.54 de área total, 42.55 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720122302
 8787720832660 ;PB ;JOAO PESSOA ;GRAMAME ;RUA ESTUDANTE ROBERTA RODRIGUES TAVARES, N. 297, Apto 106, BL A ;89.903,34;153.559,39;41.46;Não;Apartamento, 52.71 de área total, 39.94 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720832660
 8444424455480 ;PB ;JOAO PESSOA ;PARATIBE ;RUA JOAO GONCALVES RIBEIRO, N. 39, Apto 104, ;88.404,91;151.000,00;41.46;Não;Apartamento, 61.23 de área total, 49.87 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424455480
 8444434611493 ;PB ;JOAO PESSOA ;PARATIBE ;RUA DOS CACIQUES, N. 64, Apto 403, ;81.964,82;140.000,00;41.46;Não;Apartamento, 65.46 de área total, 36.74 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434611493
 8787707892256 ;PB ;JOAO PESSOA ;PARATIBE ;RUA PAU FERRO, N. 293, Apto 203, BL B ;85.988,47;146.872,59;41.46;Não;Apartamento, 93.75 de área total, 55.10 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707892256
 8787715888327 ;PB ;JOAO PESSOA ;PARATIBE ;RUA OLAVO PESSOA DE AMORIM, N. 121, Apto 202, ;86.941,26;148.500,00;41.46;Não;Apartamento, 0.00 de área total, 42.27 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715888327
